participant_name,session_num,step_size,max_value,num_trials,lineHight,lineThickness,stim_time,spacing,start_time,end_time
p2,01,0.01,0.25,120,1.5,2,0.25,0.3,2026-03-11 13:38:45,2026-03-11 13:59:49
