participant_name,session_num,step_size,max_value,num_trials,lineHight,lineThickness,stim_time,spacing,start_time,end_time
p2,02,0.01,0.25,120,1.5,2,0.25,0.3,2026-03-11 14:07:16,2026-03-11 14:26:10
