participant_name,session_num,step_size,max_value,num_trials,lineHight,lineThickness,stim_time,spacing,start_time,end_time
p3,02,0.01,0.25,120,1.5,2,0.25,0.3,2026-03-11 16:31:11,2026-03-11 16:47:48
