participant_name,session_num,step_size,max_value,num_trials,lineHight,lineThickness,stim_time,spacing,start_time,end_time
17,2,0.01,0.25,170,1.5,2,0.1,0.3,2026-09-21 14:06:40,2026-09-21 14:25:47
