participant_name,session_num,step_size,max_value,num_trials,lineHight,lineThickness,stim_time,spacing,start_time,end_time
p4,01,0.01,0.25,120,1.5,2,0.25,0.3,2026-03-12 14:10:35,2026-03-12 14:28:24
