participant_name,session_num,screen_width,screen_height,step_size,max_value,num_trials,lineHight,lineThickness,stim_time,spacing,start_time,end_time
22,1,1920,1080,0.01,0.25,170,1.5,2,0.1,0.3,2026-09-24 18:21:50,2026-09-24 18:39:53
