participant_name,session_num,step_size,max_value,num_trials,lineHight,lineThickness,stim_time,spacing,start_time,end_time
18,1,0.01,0.25,170,1.5,2,0.1,0.3,2026-09-22 09:09:46,2026-09-22 09:32:25
