participant_name,session_num,screen_width,screen_height,step_size,max_value,num_trials,lineHight,lineThickness,stim_time,spacing,start_time,end_time
17,1,1920,1080,0.01,0.25,170,1.5,2,0.1,0.3,2026-09-21 14:39:35,2026-09-21 14:53:59
