participant_name,session_num,step_size,max_value,num_trials,lineHight,lineThickness,stim_time,spacing,start_time,end_time
15,1_2,0.01,0.25,170,1.5,2,0.1,0.3,2026-09-17 14:16:59,2026-09-17 14:25:16
